atom_id,cei_placeName,cei_lang_MOM,cei_tenor,cei_date,cei_date_ATTRIBUTE_value,cei_dateRange,cei_dateRange_ATTRIBUTE_from,cei_dateRange_ATTRIBUTE_to,cei_abstract,cei_abstract_foreign,cei_graphic_ATTRIBUTE_url_orig,cei_graphic_ATTRIBUTE_url_copy,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.1153,,,"[4. November 1671] VII. congregatio 4. Novembris. Supplicat Maria
            Ganspekin pro admissione ad examen pro obstetrice. Cum debitum tempus apud Susannam
            Fellprunerin juratam obstetricem absolvisset fuit admissa et approbata. Omnes officinae
            pharmaceuticae hoc anno fuerunt visitatae omnes pharmacopoei visitatores sat honeste
            tractarunt excepto Friederico Müller ad aureum cervum qui solum aliquid sacchari in 12
            scutellis apposuit. Verum visitatores de facultate nostra nil tetigerunt sed peracta
            visitatione abiverunt.Sub decanatu D. Sorbeit 1670 exorta fuit controversia inter decanum seniorem senioresque
            doctores facultatis ac actuales personae medicos qui supplici libello apud suam
            caesaream majestatem praetenderunt quatenus omnia membra facultatis una cum decano in
            omnibus consilis exceptis actibus publicis facultatis ac academicis sacrae caesareae
            majestatis [fol. 364r] actualibus personae medicis praecedentiam concedant. Supra hanc
            controversiam pro et contra sat diu agitatam ultima tandem majestatis resolutio a
            rectore et consistorio ad facultatem fuit transmissa ut sequitur:",4. November 1671,16711104,,,,Sitzung vom 4. November 1671,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.1184,,,"[3. Dezember 1672] 3. Decembris examinatus fuit chirurgus
            Hartmannus Schweyr. Privilegium aulicum in authentica forma produxit. [fol. 375r]
            Accepta: Ab antecessore 424 flor. obligationem pedelli 200 flor. Von 8 armen Landtbadern
            8 flor. 30 cruc, von 3 Chirurgen 9 flor., von 3 promovirten Doctoren 65 flor. 30 cruc.
            D. Ludwig's Session 3 flor., lythotomus Zettl 3 flor., von 3 Repetenten 18 flor., von 2
            Apodeckeren 6 flor.: Summa: 737 flor. [fol. 375v] Item nembe ich in Empfang, was ich von
            der Bittnerische Stifftung zusammengespart und dem jetzigen herrn Decano 7. Decembris
            überandtwortet habe 298 flor. Item a tempore datarum rationum 1670 ad 1. Junii 1672
            asservari 90 flor. Eine Quittung vor 19 flor., welche D. Rechperger noch von denen
            vorigen Herrn Superintendentibus empfangen hat. Summa: 407 flor.Interesse von 500flor. Bey gulden Kronn 6 pro cento 30 flor., des
               Pedell Interesse 12 flor. D. Winckler von Olmütz repetentis jura 6 flor Summa
               totalis: 1192 flor. Exposita: Successori meo 800 flor. pedeli obligationem 200
            flor. Pro literis Pragensibus 21 cruc. Drei Vidimus und das Vidimus den Verlass wider
            die Bader von der Newestatt 1 flor. 30 cruc, D. Beichtoldt 15 flor., advocato Lincensi
            15 flor., advocato hujus anni 30 flor. Eine lederne Fouderal yber das Scheptrum 3 flor.
            [fol. 376r] D. Rechpergeri obligatio 19 flor., D. Hausen Bavaro 10 flor., musicis ad
            S.Stephanum 14 flor. 30 cruc, ministrantibus 1 flor. 30 cruc, famulis 45 cruc,saccharata cum panibus butyraceis 48 flor. 10 cruc, pro vino omnis generis et(aliis 21 flor. 12 cruc, pedello salarium pro mappis et aliis
            utensilibus 15 flor. 36cruc, successori ex Bittnerianis asservatis nummulis 15 flor. Summa: 1210 flor. 34cruc. Remanebunt mihi: 18 flor. 34 cruc, quos facultati lubens offero.Ut vita mors ita.Petrus Leonardus de Montquentin phil. et med. dr. in. p. [fol. 377r]163[1672/1673]Acta decanatus II. Tobiae Czaschelii Laubani Lusatii phil. et med. dr. caesaris
            consiliarii et personae medici actualis electi 6. Decembris 1672 sub rectoratu domini
            Christiani Rechperger caesaris consiliarii et personae medici primari.",3. Dezember 1672,16721203,,,,Sitzung vom 3. Dezember 1672,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.120,,,"[4. April 1611] Die 4. Aprilis nobilis et clariss. vir dominus
            Benedictus Perger pie in domino obdormivit anno aetatis 58. anno doctoratus 33.
            Resquiescat in pace!",4. April 1611,16110404,,,,Sitzung vom 4. April 1611,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.1207,,,"[27. November 1673] Die 27. Novembris ist examiniret worden
            Johannes Müllereiner löbl. Landtschafft ob der Ens bestelter Oculist, Stein- und Bruchschneider.Anna Maria Fossin ist eingeschrieben worden pro obstetricandi arte discenda auf3 Jahre. [fol. 379v]Ultimo lecta sunt hujus decanatus acta et approbata.Accepta: Ab examine Hartwig Neufridt 3 flor., pro sessione D. Vogl 3 flor., abexamine provisoris Neostadiensis 3 flor., pro sessione D. Winckler, Rudolphi,Bock, Olben et Racher 15 flor., ab examine provisoris ad nigram aquilam 3 flor.,provisoris ad auream coronam 3 flor., ab inscriptione obstetricis 1 flor. 30 cruc,
            proexamine Salomonis Franzen 3 flor., pro sessione D. Philippon 3 flor., pro examinetrium balneatorum 3 flor., Mensurati 3 flor., interesse ex aurea corona 30 flor., abexamine balneatoris Reitter 3 flor., balneatoris Nicelspurgensis 2 flor., prosessione D. Wisinger et Fromknecht 6 flor., pro examine Joannis Müller 3 flor.,interesse a pedello 12 flor., in parata pecunia 800 flor., obligatio pedelli 200
            flor.Summa: 1099 flor. 30 cruc. [fol. 380r]Exposita: In festo Ss. Cosmae et Damiani pro saccharatis 50 flor., pro vinoHispanico et ornamentis 22 flor., pro musica 10 flor., pro tubicinibus campestribus
            3flor., chori magistro 1 flor. 30 cruc, pedello pro utensilibus 6 flor. 27 cruc.
            Salarium9 flor. successori 800 flor. Obligationem 200 flor. Summa: 1101 flor. 57 cruc.
            Restantmihi 2 flor. 27 cruc.In omnibus actionibus respice finem.Tobias Czaschelius D. archiater caesareus m. p. [fol. 381 r]164[1673/1674]Acta decanatus Christiani Rechperger phil. et med. dr. regni Bohemiae physici sac.164 Fol. 380v ist leer.caes. maj. consiliari et protomedici sub rectoratu Balthasari de Nollarn sac. caes. maj.
            consiliari. [fol. 386r]165[1674/1675]Acta decanatus Antoni de Pozzis caesareae majestatis archiatri electi 5. Decembris 1674
            (usque ad 28. Julii 1675 qua pie in domino obiit).Mota fuit quaestio an in facultate numerus doctorum servandus, prout jam olim sub D.
            Junker Wechtler et recenter sub aliquibus decanis praecedentibus conclusum fuerat ut
            nimirum ex qualibet classe scilicet seniorum, mediocrium et juniorum novem ad vota et
            sessionem admitterentur. Conclusum fuit omnibus quidem dandam esse sessionem immunitates
            et privilegia servato tamen nonario ex qualibet classe votorum numero quem meum
            conceptum die sequeni majestati proposui quae dignum justumque censuit ut proportio in
            numero servetur.",27. November 1673,16731127,,,,Sitzung vom 27. November 1673,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.191,,,"[16. November 1612] Decimo sexto Novembris per D. D. Piripachium,
            Colmannum professores, Pastorium et Maternum, per Raitterum, Häeringshauserum,
            Schlezzerum et Hartmannum seniores apothecarios repentina Soldini apothecae facta fuit
            visitatio. Syrupum de rosis siccis ingratissimum reperimus qui alias gratissimus est
            gustui. Tales syrupi fuerunt et alii. Onmes syruporum pyxides ejusmodi scriptum
            forinsecus continebant: paratus hic syrupus anno 1614. Conversi ad alia species
            diarrodonis abbatis valde pallidas invenimus et humidas. Conficiendi diaprunis simplex
            lenitivum et compositum dare per apothecarios jussus differentiam obmutuit. Thuciam cum
            aceto in oculorum usum parare se dixit. Non potuimus non affatim omnes videre admirantes
            hominis peritiam. Paucis post diebus reversuri simulantes abivimus. Conclusio: Consulem
            omnino de hac officina informaturos nos conclusimus. Misericordia et clementia factum
            praevenit.",16. November 1612,16121116,,,,Sitzung vom 16. November 1612,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.263,,,"[2. Oktober 1615] 2. Octobris vero officium defunctorum pro
            confratribus et collegis nostris catholice demortuis cum celebritate habita fuit in
            templo D. Stephani. Quod si annuatim post festum Cosmae ac Damiani prout conclusum est
            repeteretur ac ita continuaretur optarem ex animo. [fol. 70v]",2. Oktober 1615,16151002,,,,Sitzung vom 2. Oktober 1615,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.283,,,"[15. Juni 1616] XV. Junii theses ex aphorismis sorte dato D. D.
            Jeschius facultati ut consuetum est revidendas obtulit quas facultas approbavit.",15. Juni 1616,16160615,,,,Sitzung vom 15. Juni 1616,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.619,,,"[26. August 1638] Regierung lassen es bey der Kays. Resolution verbleiben; derselben
               gemäss solle sich Dr. Rayger verhalten und ohne erlaubnuss niemahlen hieher kommen.
               26. Aug. 638..",26. August 1638,16380826,,,,Sitzung vom 26. August 1638,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.661,,,"[15. März 1642] Die 15. Martli celebratum fuit officium pro
            defunctis.",15. März 1642,16420315,,,,Sitzung vom 15. März 1642,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.692,,,"[23. März 1645] I. congregatio 23. Martii. Cum D. Petrus Mayr
            superiori anno constitutus et 500 flor. annuatim persolvendorum stipendio conductus
            magister sanitatis invidia quorundam apud excelsum regimen traductus fuisset quod ad id
            munus minus aptus esse videretur idem regimen decreto mandavit ut de ilius sufficientia
            facultas dispiceret et si minus idoneum judicaret alium ejus loco futurum sanitatis
            magistrum nominaret. Licet facultas ipsum defenderet nihil effecit. Cum enim ob pestis
            contagium jam aliquamdiu quiescens licentiam inter homines versandi suaque negotia
            tractandi petiisset capta occasione ab officio dimiserunt quae dimissio praeter causam
            facta hoc et sequenti anno multa regimini et facultati incommoda causavit.Lectum est regiminis decretum quo significabatur multos ad supremos academicae
            dignitatis gradus immerito promoveri. Ne igitur doctoratus indignis collatus magis
            vilescat praecepit non nisi rigorose examinatos et sufficienter doctos ad ilum admitti
            debere.Quod ut deinceps stricto observetur placuit facultati ad perpetuam rei memoriam decretum
            hoc actis inscribendum esse:Stift St. Pölten.Johannes Franz Trautson Graf zu Falkenstein 1642-1665 Statthalter.",23. März 1645,16450323,,,,Sitzung vom 23. März 1645,,,,,,
